year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
1982,AZ_West,SO,6.0,31.520000000000003,23.56,5.92,28,22,11,0.59477027,,,,,,,,,,,,
1983,AZ_West,SO,6.0,34.879999999999995,21.6,4.5200000000000005,9,25,27,1.1706979,,,,,,,,,,,,
1984,AZ_West,SO,6.0,29.64,24.76,6.6,21,28,12,0.464086295,,,,,,,,,,,,
1985,AZ_West,SO,6.0,34.56,20.64,5.8,20,38,3,0.75081222,,,,,,,,,,,,
1986,AZ_West,SO,6.0,26.44,27.84,6.72,34,26,1,0.771044105,,,,,,,,,,,,
1987,AZ_West,SO,6.0,32.879999999999995,22.72,5.4,31,28,2,0.81927374,,,,,,,,,,,,
1988,AZ_West,SO,6.0,35.4,20.16,5.44,31,29,1,0.149701825,,,,,,,,,,,,
1989,AZ_West,SO,6.0,35.64,19.52,5.84,33,27,1,0.2098532099999999,,,,,,,,,,,,
1990,AZ_West,SO,6.0,29.520000000000003,25.28,6.199999999999999,25,25,11,0.70650258,,,,,,,,,,,,
1991,AZ_West,SO,6.0,27.16,26.76,7.08,30,23,8,0.62230372,,,,,,,,,,,,
1992,AZ_West,SO,6.0,32.76,23.4,4.84,32,26,3,0.51814845,,,,,,,,,,,,
1993,AZ_West,SO,6.0,31.6,22.12,7.279999999999999,35,25,1,0.3088893575,,,,,,,,,,,,
1994,AZ_West,SO,6.0,31.52,24.0,5.48,32,29,0,0.45500503,,,,,,,,,,,,
1995,AZ_West,SO,6.0,31.4,25.48,4.12,39,15,7,0.206936966,,,,,,,,,,,,
1996,AZ_West,SO,6.0,29.840000000000003,24.12,7.04,31,25,5,0.429277215,,,,,,,,,,,,
1997,AZ_West,SO,6.0,26.32,26.0,8.68,24,15,22,1.26158109,,,,,,,,,,,,
1998,AZ_West,SO,6.0,31.44,21.04,8.52,25,23,13,1.05430142,,,,,,,,,,,,
1999,AZ_West,SO,6.0,36.08,17.56,7.36,41,17,3,0.4068124595,,,,,,,,,,,,
2000,AZ_West,SO,6.0,30.72,24.52,5.76,24,37,0,0.922981442,,,,,,,,,,,,
2001,AZ_West,SO,6.0,32.16,21.64,7.2,39,19,3,0.1645707149999999,,,,,,,,,,,,
2002,AZ_West,SO,6.0,27.56,26.44,7.0,37,17,7,0.6639201349999999,,,,,,,,,,,,
2003,AZ_West,SO,6.0,33.88,21.52,5.6,35,20,6,0.271779897,,,,,,,,,,,,
2004,AZ_West,SO,6.0,30.200000000000003,25.4,5.4,36,25,0,1.59007043,,,,,,,,,,,,
2005,AZ_West,SO,6.0,32.96,21.04,7.0,27,34,0,0.550991395,,,,,,,,,,,,
2006,AZ_West,SO,6.0,32.44,21.92,6.64,32,23,6,0.7234740550000001,,,,,,,,,,,,
2007,AZ_West,SO,6.0,35.44,19.88,5.68,37,19,5,0.389523893,,,,,,,,,,,,
2008,AZ_West,SO,6.0,36.88,18.92,5.199999999999999,41,19,1,0.190821825,,,,,,,,,,,,
2009,AZ_West,SO,6.0,26.44,25.8,8.76,33,26,2,0.1583472575,,,,,,,,,,,,
2010,AZ_West,SO,6.0,35.56,18.44,7.0,31,29,1,0.684620145,,,,,,,,,,,,
2011,AZ_West,SO,6.0,34.84,20.24,5.92,38,17,6,0.619359285,,,,,,,,,,,,
2012,AZ_West,SO,6.0,34.120000000000005,20.2,6.68,33,22,6,0.52757135,,,,,,,,,,,,
2013,AZ_West,SO,6.0,30.12,23.68,7.199999999999999,41,4,16,0.76742431,,,,,,,,,,,,
2014,AZ_West,SO,6.0,24.28,27.16,9.56,25,24,12,0.808955525,,,,,,,,,,,,
2015,AZ_West,SO,6.0,21.48,26.2,13.32,5,48,8,0.83474674,,,,,,,,,,,,
2016,AZ_West,SO,6.0,28.8,23.64,8.56,28,26,7,0.460948465,,,,,,,,,,,,
2017,AZ_West,SO,6.0,28.28,24.36,8.36,38,18,5,0.285398752,,,,,,,,,,,,
2018,AZ_West,SO,6.0,23.53,26.36,11.12,27,30,4,0.884926495,,,,,,,,,,,,
2019,AZ_West,SO,6.0,26.55,26.83,7.63,37,16,8,0.2883994255,,,,,,,,,,,,
2020,AZ_West,SO,6.0,26.51,24.450000000000003,10.04,53,8,0,0.005468595,,,,,,,,,,,,
2021,AZ_West,SO,6.0,32.08,21.880000000000003,7.04,30,27,4,0.4752974849999999,,,,,,,,,,,,
2022,AZ_West,SO,6.0,29.94,22.67,8.39,16,34,11,0.7175535200000001,,,,,,,,,,,,
2023,AZ_West,SO,6.0,32.22,23.08,5.7,30,24,7,0.499532275,,,,,,,,,,,,
1981,AZ_West,SO,7.0,37.44,18.92,4.640000000000001,24,29,8,0.72588245,,,,,,,,,,,,
1982,AZ_West,SO,7.0,31.6,24.04,5.36,28,22,11,0.59477027,,,,,,,,,,,,
1983,AZ_West,SO,7.0,37.0,19.56,4.44,9,25,27,1.1706979,,,,,,,,,,,,
1984,AZ_West,SO,7.0,34.08,19.64,7.28,21,28,12,0.464086295,,,,,,,,,,,,
1985,AZ_West,SO,7.0,37.0,19.84,4.16,20,38,3,0.75081222,,,,,,,,,,,,
1986,AZ_West,SO,7.0,30.36,24.2,6.44,34,26,1,0.771044105,,,,,,,,,,,,
1987,AZ_West,SO,7.0,39.92,17.44,3.64,31,28,2,0.81927374,,,,,,,,,,,,
1988,AZ_West,SO,7.0,36.72,18.04,6.24,31,29,1,0.149701825,,,,,,,,,,,,
1989,AZ_West,SO,7.0,39.32,17.4,4.28,33,27,1,0.2098532099999999,,,,,,,,,,,,
1990,AZ_West,SO,7.0,32.44,21.36,7.199999999999999,25,25,11,0.70650258,,,,,,,,,,,,
1991,AZ_West,SO,7.0,28.16,25.0,7.84,30,23,8,0.62230372,,,,,,,,,,,,
1992,AZ_West,SO,7.0,32.2,23.36,5.44,32,26,3,0.51814845,,,,,,,,,,,,
1993,AZ_West,SO,7.0,31.0,22.32,7.68,35,25,1,0.3088893575,,,,,,,,,,,,
1994,AZ_West,SO,7.0,28.16,25.8,7.04,32,29,0,0.45500503,,,,,,,,,,,,
1995,AZ_West,SO,7.0,38.8,17.880000000000003,4.32,39,15,7,0.206936966,,,,,,,,,,,,
1996,AZ_West,SO,7.0,35.2,20.52,5.28,31,25,5,0.429277215,,,,,,,,,,,,
1997,AZ_West,SO,7.0,28.6,25.0,7.4,24,15,22,1.26158109,,,,,,,,,,,,
1998,AZ_West,SO,7.0,36.28,17.08,7.640000000000001,25,23,13,1.05430142,,,,,,,,,,,,
1999,AZ_West,SO,7.0,40.44,15.68,4.88,41,17,3,0.4068124595,,,,,,,,,,,,
2000,AZ_West,SO,7.0,37.32,20.0,3.68,24,37,0,0.922981442,,,,,,,,,,,,
2001,AZ_West,SO,7.0,36.52,18.8,5.68,39,19,3,0.1645707149999999,,,,,,,,,,,,
2002,AZ_West,SO,7.0,34.16,22.56,4.28,37,17,7,0.6639201349999999,,,,,,,,,,,,
2003,AZ_West,SO,7.0,39.56,17.2,4.24,35,20,6,0.271779897,,,,,,,,,,,,
2004,AZ_West,SO,7.0,37.32,19.04,4.640000000000001,36,25,0,1.59007043,,,,,,,,,,,,
2005,AZ_West,SO,7.0,39.08,17.240000000000002,4.680000000000001,27,34,0,0.550991395,,,,,,,,,,,,
2006,AZ_West,SO,7.0,37.68,19.12,4.2,32,23,6,0.7234740550000001,,,,,,,,,,,,
2007,AZ_West,SO,7.0,35.16,19.36,6.48,37,19,5,0.389523893,,,,,,,,,,,,
2008,AZ_West,SO,7.0,38.88,17.64,4.48,41,19,1,0.190821825,,,,,,,,,,,,
2009,AZ_West,SO,7.0,31.44,22.68,6.88,33,26,2,0.1583472575,,,,,,,,,,,,
2010,AZ_West,SO,7.0,44.76,13.36,2.88,31,29,1,0.684620145,,,,,,,,,,,,
2011,AZ_West,SO,7.0,37.64,18.6,4.76,38,17,6,0.619359285,,,,,,,,,,,,
2012,AZ_West,SO,7.0,38.48,17.2,5.32,33,22,6,0.52757135,,,,,,,,,,,,
2013,AZ_West,SO,7.0,32.96,21.88,6.16,41,4,16,0.76742431,,,,,,,,,,,,
2014,AZ_West,SO,7.0,25.04,25.76,10.2,25,24,12,0.808955525,,,,,,,,,,,,
2015,AZ_West,SO,7.0,21.72,26.48,12.8,5,48,8,0.83474674,,,,,,,,,,,,
2016,AZ_West,SO,7.0,30.96,22.88,7.16,28,26,7,0.460948465,,,,,,,,,,,,
2017,AZ_West,SO,7.0,33.0,23.44,4.5600000000000005,38,18,5,0.285398752,,,,,,,,,,,,
2018,AZ_West,SO,7.0,27.78,25.06,8.16,27,30,4,0.884926495,,,,,,,,,,,,
2019,AZ_West,SO,7.0,29.16,24.86,6.98,37,16,8,0.2883994255,,,,,,,,,,,,
2020,AZ_West,SO,7.0,31.92,21.82,7.26,53,8,0,0.005468595,,,,,,,,,,,,
2021,AZ_West,SO,7.0,36.0,18.45,6.55,30,27,4,0.4752974849999999,,,,,,,,,,,,
2022,AZ_West,SO,7.0,33.53,19.34,8.14,16,34,11,0.7175535200000001,,,,,,,,,,,,
2023,AZ_West,SO,7.0,38.19,17.9,4.9,30,24,7,0.499532275,,,,,,,,,,,,
1981,AZ_West,SO,8.0,35.72,21.72,4.5600000000000005,24,29,8,0.72588245,,,,,,,,,,,,
1982,AZ_West,SO,8.0,30.4,24.8,6.8,28,22,11,0.59477027,,,,,,,,,,,,
1983,AZ_West,SO,8.0,25.8,27.92,8.280000000000001,9,25,27,1.1706979,,,,,,,,,,,,
1984,AZ_West,SO,8.0,32.8,24.52,4.68,21,28,12,0.464086295,,,,,,,,,,,,
1985,AZ_West,SO,8.0,33.36,23.36,5.28,20,38,3,0.75081222,,,,,,,,,,,,
1986,AZ_West,SO,8.0,27.32,27.48,7.199999999999999,34,26,1,0.771044105,,,,,,,,,,,,
1987,AZ_West,SO,8.0,36.4,20.48,5.119999999999999,31,28,2,0.81927374,,,,,,,,,,,,
1988,AZ_West,SO,8.0,36.88,18.0,7.12,31,29,1,0.149701825,,,,,,,,,,,,
1989,AZ_West,SO,8.0,33.56,21.72,6.72,33,27,1,0.2098532099999999,,,,,,,,,,,,
1990,AZ_West,SO,8.0,32.28,23.52,6.2,25,25,11,0.70650258,,,,,,,,,,,,
1991,AZ_West,SO,8.0,24.68,27.36,9.96,30,23,8,0.62230372,,,,,,,,,,,,
1992,AZ_West,SO,8.0,29.44,25.76,6.800000000000001,32,26,3,0.51814845,,,,,,,,,,,,
1993,AZ_West,SO,8.0,31.64,23.0,7.359999999999999,35,25,1,0.3088893575,,,,,,,,,,,,
1994,AZ_West,SO,8.0,25.520000000000003,27.0,9.48,32,29,0,0.45500503,,,,,,,,,,,,
1995,AZ_West,SO,8.0,38.64,18.28,5.08,39,15,7,0.206936966,,,,,,,,,,,,
1996,AZ_West,SO,8.0,37.24,19.08,5.68,31,25,5,0.429277215,,,,,,,,,,,,
1997,AZ_West,SO,8.0,26.8,23.96,11.24,24,15,22,1.26158109,,,,,,,,,,,,
1998,AZ_West,SO,8.0,28.84,23.52,9.64,25,23,13,1.05430142,,,,,,,,,,,,
1999,AZ_West,SO,8.0,38.08,17.12,6.8,41,17,3,0.4068124595,,,,,,,,,,,,
2000,AZ_West,SO,8.0,36.76,20.96,4.28,24,37,0,0.922981442,,,,,,,,,,,,
2001,AZ_West,SO,8.0,31.12,22.8,8.08,39,19,3,0.1645707149999999,,,,,,,,,,,,
2002,AZ_West,SO,8.0,30.36,24.12,7.52,37,17,7,0.6639201349999999,,,,,,,,,,,,
2003,AZ_West,SO,8.0,35.44,19.92,6.64,35,20,6,0.271779897,,,,,,,,,,,,
2004,AZ_West,SO,8.0,35.68,21.52,4.8,36,25,0,1.59007043,,,,,,,,,,,,
2005,AZ_West,SO,8.0,34.64,20.36,7.0,27,34,0,0.550991395,,,,,,,,,,,,
2006,AZ_West,SO,8.0,31.880000000000003,22.8,7.32,32,23,6,0.7234740550000001,,,,,,,,,,,,
